text,intent
"@AmazonHelp 6.03pm
Your return pickup for Moto G5s Plus (Blush G. could not be done due to courier network issue. Re-attempt by end of next working day.",Return / Refund
@AmazonHelp Okay. By the way what is the return policy for Mobile devices. I was told that the return policy for mobile phones is 14 days.,Return / Refund
"@115830 @AmazonHelp Hi, I changed my Prime membership to monthly pay but you still took the £79 yearly fee out, how do I get that refunded either fully or minus the £7.99 monthly fee???",Return / Refund
@AmazonHelp I tried the support but it only plays IVR. My query is I have not received the book and not that I have to return it. Pls ask a human 2 call,Return / Refund
@AmazonHelp Return product,Return / Refund
"@AmazonHelp I was told that if package is still missing tomorrow, it will be replaced if items are in stock, or $ refunded if the items are not. I said I'd prefer to wait for the items to be resent, not refunded, was basically told that customer service would decide for me.",Return / Refund
@AmazonHelp But I can return the item for free and buy one at the cheaper price. Do you see how it's in both our interests to avoid that?,Return / Refund
@AmazonHelp already did.It says will get bck in 24 hr but its been 48 hr. Wht a mess u folks are. If u dnt wnt 2take return tel me I will throw thm away,Return / Refund
"@AmazonHelp when give my refund 
Order date

03-Oct-2017

Order #

404-4257423-7818717",Return / Refund
@AmazonHelp ORDER# 408-8885059-0678753 Product was not delivered to me but marked as delivered on the website. Amazon isn't refunding my money @12182,Return / Refund
@AmazonHelp What do u want me to say when I already explained everything?it's been 8 days neither the replacement refund nor reverse pickup happening,Return / Refund
@AmazonHelp OK have done - will I be receiving a refund for the rest of my Prime membership that was paid in advance?,Return / Refund
@AmazonHelp I paid extra postage to guarantee delivery of my order yesterday but only half arrived on time. Can I get a refund on postage?,Return / Refund
@AmazonHelp Is there any limit of keeping patience? It's been over month and still being told to keep patience and no ETA. Whom to approach for refund.,Return / Refund
"@AmazonHelp It's a order reference number , already spoken to customer care , not helpful , order is delayed by 7 days , need refund.",Return / Refund
"Amazing customer service from @AmazonHelp Live Chat this morning when returning some puppy purchases. The advisor's first question?...

""What breed is your puppy?!""",Return / Refund
@130737 @AmazonHelp Amazon team said wait 5 days after5 days they said we won't refund you amount,Return / Refund
@AmazonHelp Last correspondence is transit done and  refund initiate.on 18th almost its more than 5 days over.,Return / Refund
"@AmazonHelp OK..Pls suggest  what can be done?Went your website to mail you ,find no mail IDs,customer care no.in my profile no info f refund reference",Return / Refund
@AmazonHelp Concern regarding Amazon pay balance issues n refund policy. I am unable to use my balance.,Return / Refund
"@AmazonHelp can you tell me when i got my refund back...???
Poor customer service,very dissatisfied 😤 https://t.co/P13eqf2JpR",Return / Refund
@AmazonHelp Now I did check your policy on returns but before I returned it I had no idea of it. I don’t know if there’s anything you can do about this but it would be great if you could. Thanks,Return / Refund
@AmazonHelp But I’m looking for help now. I needed and ordered this table bc it said it would be delivered on Wednesday. Now it says Friday. Please cancel my order and refund me.,Return / Refund
"@AmazonHelp Thanks for the info! I am just not sure how to proceed because the product wasn't delivered yet (there was no one at home at the time), so it returned to UPS I guess.",Return / Refund
"Hmmm I feel like my @AmazonHelp return got lost in the mail. Sent off on the 21st, still not received yet. How long does it normally take?",Return / Refund
What the what @AmazonHelp ?!?  Item was CRUSHED inside a perfect shipping box. How does that even happen?!! Request for return already submitted. https://t.co/3IOIBP6jfa,Return / Refund
@AmazonHelp How many days it take for the refund to be initiated. Returned the item on 27th October and still no sign of refund.,Return / Refund
@AmazonHelp replacement but no longer have the packaging to the item to be able to return it. What should I do?,Return / Refund
"@AmazonHelp Hi I’m here, do I click return/replace item? https://t.co/RsEyN853rq",Return / Refund
@115830 @AmazonHelp if a order with 2 different items is returned 2 u but I only got refund of one item....where's the other item when it says its despatched?,Return / Refund
"@AmazonHelp Pickup has been successfully done. 
Please check and process REFUND asap.",Return / Refund
"@115850 @AmazonHelp 
What is the return policy for this from delhi? https://t.co/zYpb6Ut0Or",Return / Refund
@AmazonHelp  I'm trying to get more options for this late product but it's stuck at this box? Im just looking for a refund https://t.co/rIjxEmi0JI,Return / Refund
@115850 @122596 From the 23rd oct onwards I am refusing to give my money back to pray to tell Amzon but no action @AmazonHelp,Return / Refund
"@AmazonHelp I ordered headphones which should've arrived 9th Oct, still weren't there by 13th, so I requested a return &amp; haven't heard anything else!",Return / Refund
@AmazonHelp I missed the return window,Return / Refund
"@AmazonHelp All I want to do is return it &amp; they’ve been noncompliant, insist I send a picture before anything can be done",Return / Refund
@AmazonHelp Without placing any order I wouldn't talk to your customer executive. Sir i have to buy a pair of cargo pants. I want to ask that suppose if the item is torn or is gotten different then can that be immediately returned to the delivery boy?,Return / Refund
"@AmazonHelp Return says ""Next business day"" , following the print out from yesterday. Which should be today?
Delivery, which had been a prime next day for the 19th, is now 20th to 22nd.",Return / Refund
"@AmazonHelp hi, how do I get my postage and packing refunded if the parcel is late and doesn't arrive on the day I paid for?",Return / Refund
@AmazonHelp Still haven't got any refund how long?,Return / Refund
"@AmazonHelp This is ridiculous, I want my money back, I do not wish to make any purchase on Amazon.😞😞😞",Return / Refund
"@AmazonHelp After talking to 3 customer service reps, in which one was a reorder fiasco. He was told that since the seller (Amazon) does not have any in stock there is no replacement. Can't he return it and someone leaves a note that says he gets a replacement when it is back in stock?",Return / Refund
"@AmazonHelp Plz provide me update as i bought many  &amp; return details
Order date
27-Oct-2017
Order 
408-7381410-8288305
Order total  2,024.00 (4 items)",Return / Refund
@AmazonHelp Are returns free?,Return / Refund
"@AmazonHelp Still not picked.. no refund generated..

No call received

@115850",Return / Refund
"@AmazonHelp Received a wrong product,asked for return,nobody came to pick up,i kept asking,nobody came,obv return period crossed(1)",Return / Refund
@AmazonHelp Oh order new cell got defacto product @115850 not ready to do compansation and refund @115851 5 order 4 got defect no customercentic,Return / Refund
@AmazonHelp Order no. 407-0022576-1276315 how much time will u take to return?1more day has been passed. Please look into this matter,Return / Refund
@AmazonHelp No. I didn’t want a refund and have to rebuy my item at higher cost as it was a cyber Monday deal. I said I would wait a few more days.,Return / Refund
@AmazonHelp I want to discuss a refund on a subscription I never used. Saw the charge and cancelled immediately,Return / Refund
@115850 it’s been two months i did not received any refund as my product did not deliver. After 100 mails no one bother to solve the problem. My first EMI got deducted. And still cs doesn’t care!! Disappointed @AmazonHelp,Return / Refund
"@AmazonHelp I canceled prime 3 months ago &amp; you guys charge me every month still, I call you guys refund me and say sorry then do it again.",Return / Refund
"@AmazonHelp this doesn’t show me anything, it just shows my order history - nothing about returns. how can i be sure that if i do return them, that replacements will be in better condition?! i can’t afford to pay out AGAIN for them.",Return / Refund
"@AmazonHelp Hi, how long do returns usually take to get back to you? Tracking status hasn't changed for 2 days on that pass my parcel site",Return / Refund
@AmazonHelp Thanks for responding. Returning to conventional shopping is best for me. I am done with shopping via #Amazon,Return / Refund
"@AmazonHelp I believe that I should be refunded the cost of next day delivery, is that fair?",Return / Refund
@AmazonHelp please can you refund me money?,Return / Refund
"@AmazonHelp @115851 @127586 @132458 @131283 This will be the last time shopping with amazon
I am ant my money back from amazon which they have not initiated yet",Return / Refund
ARRRGGGHHH FFS!!! 3 deliveries in 3 days wrong. Told to return the last one and re order the item again which I’ve done and you e sent the wrong item again. I’ve ordered the 40feet filaments and you’ve sent the 20 foot filaments twice. @AmazonHelp @118373 #CustomerService https://t.co/82tgD8CR5e,Return / Refund
"@AmazonHelp Yes it is fulfilled by Amazon. It’s saying you’ve ‘lost’ it. Offering refund but I don’t want a refund, after staying in 3 days I want item!",Return / Refund
"@115850 @115821 @AmazonHelp Order no 408-9297978-3842763"".
Men's Polo (8907036565225_USTS1840_M_Apricot)"".#refund not recd..been 2 weeks",Return / Refund
@AmazonHelp I purchased an item of 3200 but was refunded only 2300. I took up with customer care. They said they will help me. And then they blocked my number. Is this how amazon treats consumers?,Return / Refund
"@AmazonHelp Still no refund for my order 404-4637256-3325910.
Spoke to call center multiple times but no real help.
Plz do the needful.",Return / Refund
@AmazonHelp It said that I have started the refund process but it's been like that for a long time,Return / Refund
@AmazonHelp So I might be being a tad blonde but on the pass my parcel site (the returns label you sent me to print) does not have an amazon option.,Return / Refund
@AmazonHelp I have already mailed my complaint for refund of 2 orders. Pls reply on prority.,Return / Refund
"@AmazonHelp Already done but of no use..i paid extra for next day delivery but now the replacement is scheduled to arrive by 9th Dec and no refund of the next day delivery charges..as per you executive, the product was delivered the next day (condition doesnt matter) so it wont be refunded!",Return / Refund
Why @115850  @AmazonHelp dont have option to cancel product. I have got cheaper than u on @109476  so i dont want from u. Kindly refund asap https://t.co/mSonJJSgSh,Return / Refund
@AmazonHelp all mail told me for refund i wnt to clear that i only wnt my prdct which i ordrd frm amzn nt frm seller i dont knw seller hv prdct or nt ok,Return / Refund
@AmazonHelp That's no good. Are you sure? Can he get a refund?,Return / Refund
@115850 Height of ignorance by @115850 still neither call nor refund.. Worst service.. @AmazonHelp @119351 @10686 @1840,Return / Refund
@AmazonHelp I dont want to even open the box. I want refund. Take it back and give me my money back.,Return / Refund
"@AmazonHelp Thing is, I don't want to return the book because I know it will take a long time for you to replace it :( it just looks used https://t.co/ZhXuro0FiD",Return / Refund
@AmazonHelp Only option I’ve been given is to wait for a refund after I return the wrong item and then order it again.. I ordered next day for a reason,Return / Refund
"@AmazonHelp I have called the person whose name and number was on the package and she said she will come to pick-up the package, but this is very irresponsible from Amazon's end. I don't know how many people would return the package once they have got something for free.",Return / Refund
@AmazonHelp can I get my money back which I have paid online and I want to cancel that item.??,Return / Refund
@AmazonHelp @115850 I want the full refund as you agreed. If you do not want to refund the amount why are you promising?,Return / Refund
"@115850 @AmazonHelp please ask them @11679 to refund to source A/c, if thy can't recharge,it failed 100 times &amp; thy give points https://t.co/rr5RPWmWxm",Return / Refund
@AmazonHelp My parcel was wrongly returned on calling cs giving diff answers and ask me to rebook and increase the cost. Too many other issues as well,Return / Refund
@AmazonHelp Then instead of overnighting it they just said once shipped they will isue a refund. It’s shipped now and I was billed twice for this item.,Return / Refund
"@AmazonHelp three times, in last one week you promised me to complete my return pick-up. But no body did turn up. Say it clearly if are not interested.",Return / Refund
"@115850 @AmazonHelp Hi,my amount still not refunded even after 4days.. order # 406-9002093-3656356, date-07.10.17. Please do the needful.",Return / Refund
"@AmazonHelp @115850 really sad that after all of this, the only response is that it is lost in transit and you can't do anything but refund..",Return / Refund
@AmazonHelp I returned my product to Amazon locker a week ago but it still says its not received back yet. Can you look into this please?,Return / Refund
"@AmazonHelp ☹️No. I only realised the error when I had called up. I was basically told nothing they can do to add it but to wait for delivery, return it but in the mean time to purchase it via @127894",Return / Refund
@AmazonHelp Order canceled. Paid using Amazon Pay. Refund not issued. WHY??? #AmazonGreatIndianFestival,Return / Refund
@AmazonHelp thats been done. my issue is the refund and no notification. and the appalling level of service. been on hold for over 30 minutes,Return / Refund
"@AmazonHelp There was a book that I borrowed, which I never read, that I had to return. It says that I'm a member until next month but I won't use the",Return / Refund
"@AmazonHelp Isn't there a way to sort it out online? There is no option I can see for ""item missing from parcel"" only ""return/replace"" but nothing came!",Return / Refund
"@AmazonHelp 1 Your package may be lost
Packages are rarely this late and we're sorry yours still hasn't arrived Refund option fails FYI",Return / Refund
@AmazonHelp Should I be concerned that it says my refund will be approved when they receive the returned item. My item was lost by amazon so it will prove difficult to get it back to them.,Return / Refund
@AmazonHelp i have been charged 327 rs for a product whose mrp on the box is 103 rs. #fraud #need refund. #NoMoreBuying https://t.co/6Tn46Z8gEt,Return / Refund
@14389 @115850 @AmazonHelp  don't knw wen I get dis return.. 1 week .. 1 month.. I mentioned dt. 15 Nov in feedback. https://t.co/kzvvA19N1s,Return / Refund
"@AmazonHelp Whatever my order is - digital or not, I haven't received anything against my payment to you. Your siye mentioned doesn't help. Do needful or refund.",Return / Refund
"@AmazonHelp That instead of being out for delivery, it was actually in another state altogether. Cancelled the order and requested a refund. For the one-day shipping, too.",Return / Refund
"Please stop purchasing mobile from amazon. Now days, they are not returning the mobile. They are giving only replace option. I have purchased the wrong mobile. Now they are not returning @115821 @AmazonHelp",Return / Refund
"@AmazonHelp 
will you please help me out
I am having problem with return/exchange product.

Are you helpful in your Indian market?",Return / Refund
"Is @115850 not in mood to refund my money?  You failed to deliver my phone and now you are not giving me refund. 
@AmazonHelp https://t.co/KaNbOPZz3n",Return / Refund
"@AmazonHelp How much time ? I already called 2 times.. just I want my refund back, that's all.. I don't want to purchase from #Amazon.",Return / Refund
@AmazonHelp Took out free trial of amazon prime and forgot to cancel it. Very surprised/impressed with the option to refund!,Return / Refund
"@115850, I have requested for one return and scheduled pick up time was 12th Oct 2017 (Thursday) between 15:00 to 18:00 hrs..@AmazonHelp",Return / Refund
@AmazonHelp I don't have enough time for your bullshit. I need my money back else I need to take this over to my leagule team.,Return / Refund
"@AmazonHelp A package supposedly already in transit is magically delayed for 4 days. When I ask why, unprompted the agent cancels the order and refunds.",Return / Refund
@AmazonHelp @115850 asked for refund Order# 404-7401584-6902710 got a reply-ur cheque was deliverd to sum1 else by mistake so we can't initiate a new1,Return / Refund
"@AmazonHelp Haven't yet, and the item is ""ineligible for return""",Return / Refund
@AmazonHelp I live in Saudi Arabia and I get my package with wrong size Amazon already mode return label for me but customer service said he will not refund me with shipping cost for this return this true or Amazon should refund me with this cost,Return / Refund
"@AmazonHelp @119356  @115821 Dear Amazon, Since you have failed to keep your commitment, I have decided to CANCEL this particular order
which was supposed 2 be delivered on 24 Nov17.Apart from this, I have cancelled all orders in transit. Hope I'll get refund for all these cancelled orders.",Return / Refund
@AmazonHelp How come i know it is getting faded before the return windows....,Return / Refund
@AmazonHelp Can you provide resolution as it's not yet resolved. When i will get my money back.,Return / Refund
@AmazonHelp So if I buy the year and cancel will I get my money back?,Return / Refund
"@AmazonHelp refund received thx,, but this one fear of using Amazon nxt time",Return / Refund
@AmazonHelp Sir your support team  is not answering  any calls neither no response from mail sent through app.  Please help in tracing the refund with the given order number in screenshot,Return / Refund
@AmazonHelp Yeah both today they have been refunded but now I have no prime cos I can’t afford to pay again until the money comes back it would be £240,Return / Refund
Facing many problems in return of nokia 6 &amp; not getting any accurate response from @115850 @AmazonHelp,Return / Refund
"@AmazonHelp When there is an Incorrect product delivered to a customer,Amazon.in should arrange for a return pick up and then notify the seller 2 dispatch the correct product immediately rather than waiting for the incorrect product 2 reach the seller to dispatch the replacement",Return / Refund
@AmazonHelp How much time do you people need. Be specific else return my money. Keep solving whatever the problem is. I need my money back. Why should I pay when the order was not delivered to me?,Return / Refund
"@AmazonHelp Hi! If I make an order through Cash on delivery &amp; upon receiving the product if it doesn't fit me, can I return it then &amp; there?",Return / Refund
"@AmazonHelp It did, but I only had 1 bag to return things in. I put both of the bar code pages in the envelope. The link says it’s awaiting return.",Return / Refund
"@AmazonHelp Return my book back to my address, simple",Return / Refund
@AmazonHelp I return an order..your guy collected it today but didn't give any acknowledgement receipt..is it fine??,Return / Refund
"@119356 @115851 @115821 @AmazonHelp Mr Bezos, C d wrk㏌g of Amz IN.They don't th㏌k necsary even 2 acknwledge/reply Prime customer's complaints.So arrogance 4 a serⅵce proⅵder com. is NOT good.I'm go㏌g 2 CANCEL my order 405-3403223-0443514Commitment mea㎱ commitment !No Excuse Pʪ.",Return / Refund
@AmazonHelp I have returned the product but still haven't got any reply from Amazon. @AmazonHelp @115850,Return / Refund
"@AmazonHelp Not tested it, but as the packaging does not meet Seagates requirements so the warranty is now void this needs returning. See: https://t.co/osPLsPOKEh",Return / Refund
Hey @amazonHelp I'm  looking at Element 43-Inch 4K Ultra HD Smart LED TV and it says out of stock we don't know when or if this item will be back any word on time frame for its return?,Return / Refund
"@AmazonHelp @115821 @115850 @115851 I totally love amazon and have been loyal for 3+ yrs now but a recent experience related to order refund has been horrendous, talking to support execs has been futile thus far, please help me!",Return / Refund
@AmazonHelp You've already given me the refund. I didn't realize put 2 &amp; 2 together and realize AMZL was your own logistics. That's 2 orders you've lost,Return / Refund
@AmazonHelp @115850 Am waiting for your action! Still no response. Either refund or replace.,Return / Refund
@AmazonHelp U have paid 13000 rs on 4th oct but you didn't give the product.. so please refund my money with interest.. and i have been harassed by you.,Return / Refund
@AmazonHelp You all have ask me to wait till 27 Oct. You pickup it or not but I want my refund on 28 Oct. I can't wait more. @115850 @AmazonHelp.,Return / Refund
@AmazonHelp Online chat rep told me i simply had to wait. He ignored the fact the courier are fraudulently claiming successful delivery/signature. When I protested he eventually gave a replacement for two items and refund for one other. Very poor service.,Return / Refund
"@AmazonHelp What r my options if havng problms w/refurbished phone aftr 30 day return policy?Had few months,but now loosing pwr as charging",Return / Refund
@AmazonHelp yesterday person from support team promised me for the product delivery on same day. and today other person says my order is returned.,Return / Refund
@115850 @AmazonHelp my delivery was delayed when asked for refund after 7 days they refunded while making deduction of 50₹,Return / Refund
@AmazonHelp customer orders now being refunded cos @115821 have made lots of our listings inactive. The CDs are in FBA warehouses but Amazon choose to reject the orders &amp; stop us from selling  #badcustomerrelations #poorbusinessdecision,Return / Refund
@AmazonHelp The correspondence asks to wait ...My point is you people should provide a certain timeline which is still not provided for the refund,Return / Refund
"@AmazonHelp Hi, returned a TV to you for a replacement on tuesday, when should I expect to hear back about it?",Return / Refund
"@AmazonHelp I have been refunded Rs. 1 for my order of Rs. 786! Order No. 408-3311289-4773115
Plz let me know the status of my refund ASAP!",Return / Refund
"@AmazonHelp @115850 can you confirm once regarding the receipt of my return?
Just reply recieved or not recieved",Return / Refund
"@AmazonHelp You sent me a used robot when I paid for a brand new one.  This is your fault, @115821, and now you want to give me a hard time to exchange it?  @60813 @115851 If I have to return it rather than exchange, that’s the last big Amazon purchase I will ever make. https://t.co/mBCcDybWOk",Return / Refund
@AmazonHelp Received a refund after cancelling prime but then on the same day you sent the refund. You took another £7.99. Can you sort this out please.,Return / Refund
"@AmazonHelp @AmazonHelp  It says refund will take 2hrs to 48hrs, 
But both these deadline have already been crossed,
Is there any executive who can call me to tell exactly what's happening,
You all are working on this issue but still no resolution,
Pls arrange a callback",Return / Refund
"@AmazonHelp I sent in a request to address this damage, but I can't return it now.  I needed it for tomorrow.  I have to buy a replacement case.",Return / Refund
"@AmazonHelp Amazon lost it at the warehouse then shifts del date to due date+3 no updates, no pkg, order refunded after wasting 4days time.",Return / Refund
"@AmazonHelp done, but they need 3 day's to update the status, by the time my return policy will get over ????",Return / Refund
"@AmazonHelp Oh that mail..What I should write in that mail ?? So that you can return my money which you have looted.. please enlighten me regarding how to reply,what to write..I can't understand ..pls oh devil show me the path..pls help me out I really don't know..",Return / Refund
@AmazonHelp i didn't mean to cancel my last order so how long in to i get my money back so i can order it again?,Return / Refund
@AmazonHelp Its not helpful. Its not accepting my return request. It looks to me I got lemon instead of mobile. Looks like Amazon is no more caring cust,Return / Refund
"@AmazonHelp I am very well aware that i can return the item, I am so embarrased as this was supposed to be a bday present and dis has costed me more.",Return / Refund
@AmazonHelp We’re not sure exactly what to mark as “return” as we received completely incorrect items (another customer received ours instead likely).,Return / Refund
@AmazonHelp I think it safe to assume I have fallen down an Amazon crack and fear I will never get out. Need to log my complaint tomorrow. Have a refund issued for prime and then start again perhaps. Things are great when they are great but fall apart when they aint.,Return / Refund
@AmazonHelp Its not my issue for return pick up. U people not mention any where before purchase product otherwise i think about purchase this order.,Return / Refund
"@AmazonHelp #1 Now I'm again being told about the non refundable policy. Let me ask you one thing, if such a policy comes into existence, should you not",Return / Refund
"@AmazonHelp I have share details already. What should I do ? Can I cancel the order ? If I cancel , may be you will refund my money after 1 month",Return / Refund
@AmazonHelp you really don't want to give me my money back do You? Trading standards might have to take a look into your company. Theifs!!,Return / Refund
@AmazonHelp Told no refunds until the lost items are returned to you. Which they won’t be as they’re lost...,Return / Refund
@115851 @115850 @AmazonHelp 2 months and a  week later and still you guys have not refunded my money! https://t.co/C7FL0rD9Vl,Return / Refund
@AmazonHelp No but I did get a lot of push back before they finally transferred me to someone who could give me the refund. Seemed pretty cut and dry to me.,Return / Refund
@AmazonHelp this is reg the #4__credit_card__. I received the prdct afr 10 days&amp; tumblers and set missing. Amazon can't replace only refund,Return / Refund
@AmazonHelp It being returned,Return / Refund
"@amazonhelp from Italy, I've been waiting for a refund since nov 16th. Looks like there was a trouble in your procedure, no way your customer service can solve this for me. Unfair!",Return / Refund
"@AmazonHelp Almost 10 orders are returned back without attempt that too Prepaid, why such things are happening @115851",Return / Refund
@AmazonHelp there is no option on that to return . so we got refund but why 416 instead of 490 ????,Return / Refund
@AmazonHelp I requested ro cancel my taslar screen guard protector and it's cancelled but i haven't received the refund yet pls see.,Return / Refund
"@115830 @AmazonHelp I've had a parcel delivered that's not for me, how do I arrange to put it in one of your lockers to be returned?",Return / Refund
"@AmazonHelp I've had confirmation the 'Return' process has started, so far that's it. Normally the item is collected the next business day.",Return / Refund
@AmazonHelp Ok thanks. I’ll have to get a refund if it arrives later - I paid extra for it to come today you see!,Return / Refund
@AmazonHelp @115851 @127586 @132458 @131283 @26653 When will you guys give me my refund?,Return / Refund
@AmazonHelp How do you return/refund a mis-sold Kindle item? The Kindle link for a book WASN'T the same thing - but not return option 1/2,Return / Refund
"@AmazonHelp No use of prime membership, return my money",Return / Refund
"No refund of my money since one month, name mismatch in cheque and bank a/c @AmazonHelp   order no #403-8295304-4660353",Return / Refund
@AmazonHelp @AmazonHelp I have called them up. They offered a refund. You do realise I can't gift my friend a refund. I need the product by today.,Return / Refund
"@115850 @AmazonHelp I have reached out there, I have chatting with customer service and seller past 1 month, but no solution , seller and amazon service want me to return order via courier.When anyone order item why would one go to return policies",Return / Refund
"@AmazonHelp This is my worst experience with you.I had to face huge troubles from Amazon. I've talked to your customer service a lot.
You have returned my package back. At least you should have informed me.I wouldn't have expected more Completely disappointing trade this time.",Return / Refund
.@AmazonHelp it's confusing why your staff member Simone would lie about my refund. Should I expect to lied to when ordering items from your company @115821?? https://t.co/R0amWG20PF,Return / Refund
@AmazonHelp @115821 @AmazonHelp @115850 customer care executives are behaving like Dons .. insisting me for refund ...pls reply,Return / Refund
@115850 @AmazonHelp kindly refund money for order 404-2396392-7886725 via Amazon pay as I have to place an order before sale ends,Return / Refund
"@AmazonHelp Still now issue was not been resolved, Same mail i'm getting repeatedly where as i need refund asap.",Return / Refund
@AmazonHelp Same response that we are looking into the issue. Are you going to give my money back or not?,Return / Refund
@AmazonHelp Yes i returned the item,Return / Refund
"@AmazonHelp @AmazonHelp  4__credit_card__ this is my order ID,  we have raised a return issue,! Ur people just letting it go by delaying pick up.",Return / Refund
"@AmazonHelp Is anyone going to reply to me, and give me any more options? I would like a refund due to incompetent delivery drivers. What is the point of prime when idiots leave paper based items packaged in cardboard in torrential rain?!",Return / Refund
"@AmazonHelp Yes, I want to return iPhone 6 which has delivered on 12 oct",Return / Refund
"@AmazonHelp I wish to notify that I received the Items, yesterday  I was Complain due to Incomplete address , Items is Undelivered, Kindly Stop the refund,",Return / Refund
"@115821 @AmazonHelp hey i did not use prime and i got charged.

please cancel my prime and refund me that i got charged yesterday.",Return / Refund
@AmazonHelp I expect return ASAP.,Return / Refund
@AmazonHelp #ImportDutyFraud Screenshot of hilarious chat with your executive.. She has no clue of how custom is different for two same priced product in same category. All she is repeating is difference will be refunded. But this huge discrepancy @115821.😂😂😂🤣🤣🤣 https://t.co/5fTfPA75qt,Return / Refund
@AmazonHelp Have filled up the form and submitted. But explain me why did u guys return the order from Vapi. That's like my delivery destination,Return / Refund
"@AmazonHelp I am done with unprofessional Amazon service, for my refund i.e only Rs 600 I have do this much circus and follow up, I don't think so.",Return / Refund
"@AmazonHelp Yes, last week they printed the wrong address and took a month to return a pair of boots that I got as a gift and still no boots",Return / Refund
@AmazonHelp Leave it now. I have received confirmation that order is being returned. Awesome Amazon Prime... Can never be #gharkidukaan,Return / Refund
@AmazonHelp I’m very unhappy with my first amazon pantry order. Your customer service team have provided no info and an incorrect refund.,Return / Refund
@AmazonHelp Thanks for quick Action refund is created .,Return / Refund
where the hell is package 2day 5Nov? @AmazonHelp @12295 @115850 alrdy tweeted bfore no action taken I want refund so bad experience https://t.co/1hg9FoUxd6,Return / Refund
"@AmazonHelp I did it several time that i want my whole refund but they send a replacement without my consent, i want my money now mean now",Return / Refund
@AmazonHelp This item was a gift. The person who received it shouldn't have to return it and wait because Amazon screwed up. I purchased THROUGH Amazon.,Return / Refund
@AmazonHelp How this order got cancelled for 'payment declined' reason where my Amazon Pay Balance was 9300 (2500 in money &amp; 6800 in Gifts and Credit )at the time of order and 8999 was deducted? Even no refund made till now for Gifts &amp; Credit money (Rs. 6800). It's simple fraud by Amazon. https://t.co/dJniR2EwvY,Return / Refund
"@AmazonHelp I ordered 1 blu Ray but there was a quantity Error and I got charged for 2, it's on the way, do I return both and start over?",Return / Refund
@AmazonHelp I bough a pair of headphones about a month ago and now the music isn't playing out of one of the buds. I bought the warrantee. Can I get my money back,Return / Refund
@AmazonHelp @115851 got an update. Please check chat history with customer care. I was told a returnless refund will be issued. Kindly resolve.,Return / Refund
@AmazonHelp if I buy something in black Friday am I still able to return the product?,Return / Refund
@AmazonHelp Not tried anything yet-deciding whether to buy from amazon or prime now. Lockers are convenient way to return as I can't wait in all day.,Return / Refund
@AmazonHelp your driver TBA504880859000. Please refund my money or give me my item.,Return / Refund
"@AmazonHelp one order, two consignments. one delivered othr returned twice coz incorrect address. raise. last time exectiv gav assurance but no good.",Return / Refund
@115850 @AmazonHelp @1401 Called to Amazon care today 1st he told me he wil make refund after few minutes telling me that he can only replace the product .. i dont want this product for replacement .. i dont want  to waste my money in this product anymore .. pls help i need my money @AmazonHelp @115850,Return / Refund
@AmazonHelp Wat's the point if I have to return/replace the product everytime? Why take prime if it takes 1 week for the final product to arrive?,Return / Refund
@AmazonHelp If I were you I’d advise ur CEO that I’m asking @351371 2 investigative fake @115858 products being sold with Amazons blessing in the UK &amp; then refusing refunds!!,Return / Refund
"@AmazonHelp @120781 i cancelled an order and @115850  says refunded, @102949 says not received. I lost the money.",Return / Refund
@AmazonHelp Yes. They only offered me a refund as the package was not found. I obviously ordered these items for my business and I was 2 receive it today as a prime member. The driver from @115817 needs 2 b reported. My package was left at an unknown location. A notice was not left on my door.,Return / Refund
"Hey @AmazonHelp, I ordered silicon gummibear molds, but what showed up wasn't even close. Order says ""Can't be returned."" Suggestions? https://t.co/HYdkq1N6pA",Return / Refund
Y’all are taking forever to refund my movey @115821 @AmazonHelp,Return / Refund
"@AmazonHelp We just keep going around in circles. It’s like Groundhog Day!I know the refunds have been processed-that is not the issue.The issue is the money has not gone into my bank, despite it being 10 days ago. No one wants to help! They just keep saying the refunds have been processed!",Return / Refund
@AmazonHelp You have refunded it!But i am merely stating my views on it.Yet i have places another order.Lets see how u do this @115850 @348,Return / Refund
@AmazonHelp Hi. Can an iPhone case be returned for a refund? I’ve had an Otterbox Symmetry case stain from my jean pocket after one week.,Return / Refund
"@AmazonHelp talked to an employee I was told I was getting an instant refund via amazon balance, and an additional $25 gift card code. Any help?",Return / Refund
@115850 @AmazonHelp 'Handed over directly to Customer' when I'd left this place at 6:00 pm &amp; never returned for the night. Trust @115850 to do the impossible,Return / Refund
"@AmazonHelp Shining example of customer harassment
Do u follow a SLA.. ur representative said on call due to festivals expect delay

Will u ever refund https://t.co/wo6qaiNsTm",Return / Refund
"@AmazonHelp works with my carrier, can  return it? 2/2",Return / Refund
@AmazonHelp 911145717213 raised return.. Was told tht technician wld visit within 48hrs..no sign of him after 60hrs!,Return / Refund
@AmazonHelp Had issue with return process of my order Track id: 69957456660 it has been scheduled from 10 to 12 to 13 by ur customer support,Return / Refund
"@AmazonHelp Yes. Stereotypes response.

Orders can be returned for a number of reasons including lack of address information or failed delivery attempts",Return / Refund
"@AmazonHelp I bought a computer monitor during the cyber monday sales, and now its suddenly being refunded. It's back to the original price. Why does an error that is out of my control mean that I don't get what I paid for, when you clearly have the item in stock? Disappointing",Return / Refund
